1	1	23.4	20.6	78.06080035	0.640005763
1	5	24.2	20.4	71.20125529	0.878868184
1	10	19.8	14.3	54.68503806	1.049033901

6	1	23.9	19.6	67.42741769	0.9743954
6	5	23.2	17.6	57.68351506	1.20760545
6	10	20.4	15.6	60.68238999	0.947056622

10	1	23.4	16.5	49.06154699	1.464975426
10	5	23.0	17.6	58.88147314	1.159975561
10	10	23.6	18.8	63.65180075	1.065827684

15	4	22.5	19.0	72.27468195	0.763624967
15	7	22.0	18.8	74.23078075	0.689031142
15	10	23.0	19.6	73.3463589 	0.75717988

